region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Jefferson,MIDDLETOWN,0,Z - State Management,610.13,2023-11-08T14:24:55.000Z,126,734916 - Management Costs,0,796dbd2b-e367-4f71-91aa-4845ab0095fd
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER SCHOOL,0,E - Public Buildings,40797.93,2023-11-09T12:29:54.000Z,1020,689333 - Letcher Co Public School - Buses,0,affa92c0-c8b9-4cc0-952f-96e2d4d754be
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER (COUNTY),0,C - Roads and Bridges,137779.13,2023-11-09T12:34:16.000Z,707,"707422 - Letcher County - Fouch Hollow, Town Hill Rd & Walnut Gap Damages",0,d8bb0fd3-2dfc-4ca1-9325-7af8a4a44892
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,FLEMING-NEON (CORPORATE NAME ONLY),0,G - Recreational or Other,30893.36,2023-11-09T12:37:33.000Z,1026,"705601 - Fleming Neon (City of) - Tim Hall Park: Parking lot, Electrical panels and poles",0,75b1414c-aa0d-4884-9ee5-1aa38a0ef88e
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER (COUNTY),0,C - Roads and Bridges,31928.62,2023-11-09T12:34:16.000Z,959,"707445 - Letcher County - Franklin Branch, Robin Ln & Wren Rd Damages",0,22d4dc66-fa54-4ece-946d-634e6796f6b3
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,FLEMING-NEON (CORPORATE NAME ONLY),0,G - Recreational or Other,68207.94,2023-11-09T12:37:33.000Z,1086,704051 - Fleming Neon (City of) - Danny Kincer Memorial Baseball Field / City Park,0,2f875dff-70ea-4231-ae10-da3818591523
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER SCHOOL,0,B - Protective Measures,38207.03,2023-11-09T12:29:28.000Z,1015,692830 - APP CERT LC Public School District - Temporary School,0,8ead5acc-1d2c-4320-b830-5c6c49dde303
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER (COUNTY),0,C - Roads and Bridges,37165.62,2023-11-09T12:34:16.000Z,931,722733 - Letcher County - Chissom Road Damages (Sites 9 - 13c),0,4e1725b4-5447-409e-9e1e-11172a400cff
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,LETCHER (COUNTY),0,C - Roads and Bridges,93908.56,2023-11-09T12:35:00.000Z,995,"707428 - Letcher County - Bartesta Rd, Grapevine Branch & John Q Hollow Damages",0,46cb0170-e5be-409d-9b5f-3053bb93a4af
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,WHITESBURG,0,F - Public Utilities,27909.24,2023-11-09T12:38:17.000Z,1087,693593 - Residential Grinder Sewage Pumps - (100% work Completed ),0,a7857811-1a18-4cdb-a6d2-82cc2b4ef165
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,"IGNITE CHURCH NEON, INC",1,E - Public Buildings,57513.46,2023-11-09T12:41:08.000Z,1050,696991 - Church Contents and Building,0,df3752b2-4626-452f-9360-dc47872451c5
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Letcher,JENKINS,0,A - Debris Removal,71339.09,2023-11-09T12:41:50.000Z,280,701791 - City of Jenkins Debris removal,0,f6e88560-41ad-40d3-b558-2039c172e9f8
4,4486,0,DR,Biological,2020-03-25T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,Z - State Management,45261163.04,2023-11-09T11:24:53.000Z,12,143764 - Management Costs,1,e6bc6f2d-49e8-4bd1-828c-d63539d0dbdd
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,B - Protective Measures,34622727.95,2023-11-06T15:33:52.000Z,19,691508 - Expedited Cat B Non-Congregate Sheltering 2nd POP,1,02656e4d-92f5-4a3f-b8ee-5255f9fa2a29
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,A - Debris Removal,5155946.66,2023-11-06T15:34:49.000Z,21,691570 - Expedited Debris Monitoring 2nd POP,1,da9b1963-58d0-4f05-907c-1ce4257358c6
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,A - Debris Removal,6166357.84,2023-11-06T15:34:50.000Z,340,692446 - Expedited CAT A Water Debris Removal Project 2nd POP,1,cd5ea361-cb57-474f-8eb9-918751a430fa
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,A - Debris Removal,1246038.39,2023-11-06T15:35:19.000Z,346,708168 - Expedited Fort Myers Beach Debris 2nd POP,1,fa035e8f-2e42-4f09-b887-1d79f514c8e3
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,A - Debris Removal,2348642.80,2023-11-06T15:35:19.000Z,358,708411 - Expedited Sanibel Island Debris Removal 2nd POP,1,02edf096-1836-4856-bf37-71991a222ab6
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,A - Debris Removal,2275728.65,2023-11-06T15:35:53.000Z,445,692464 - DR 4673 Expedited CAT A Derelict Vessel Removal Project 2nd POP,2,702ed430-d099-4077-b6f1-2d301a62e605
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,B - Protective Measures,6512860.88,2023-11-06T15:36:07.000Z,1074,722807 - Contractual Services 2nd POP,1,07217693-d4c2-4860-86e7-cc7ae7943a31
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,NEW COLLEGE OF FLORIDA,0,A - Debris Removal,655174.61,2023-11-06T15:44:25.000Z,1286,705113 - Debris Removal Campus Wide 100% Cost Share,0,83afe9cb-eb7b-4d63-b393-3f60266e2361
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FL DEPT. OF AGRICULTURE & CONSUMER SERVICES,0,F - Public Utilities,7087.50,2023-11-06T16:34:08.000Z,1302,705744 - Communications Tower,0,150407c6-bc8b-4fa1-b7c0-bbed575deeca
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,ORLANDO UTILITIES COMMISSIONS,0,E - Public Buildings,21031.51,2023-11-09T13:33:12.000Z,1418,705958 - Repairs of various Orlando Utilities Commission facilities,0,17ee54c4-29b3-437c-9ee2-2e3db51f8b70
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,B - Protective Measures,7108383.21,2023-11-09T16:13:49.000Z,1240,726625 - Shrimp Trawler Fleet Recovery 2nd POP,0,1738ebd2-6ede-4c58-a43c-d39206f11ebb
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,"PEACE RIVER ELECTRIC COOPERATIVE, INC",1,Z - State Management,645436.13,2023-11-09T18:26:32.000Z,1187,711380 - Management Costs - Peace River Electric Cooperative,0,e1bec625-edef-42ec-b648-ba1fe0c510c8
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA GULF UNIVERSITY,0,E - Public Buildings,14161.09,2023-11-09T18:27:05.000Z,959,713683 - Campus Support Complex-Fuel Canopy-App Cert,0,30d2fc7b-7d12-49e8-ba03-53ae65a69b5a
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,B - Protective Measures,201174.83,2023-11-09T18:17:13.000Z,1451,732812 - Lee County Sheriff's Office Ammunition Disposal,0,57ae43dc-552f-4a41-8cfb-30b9b7bb5f64
4,5309,0,FM,Fire,2020-05-13T00:00:00.000Z,FL,Florida,Statewide,FLORIDA DIVISION OF EMERGENCY MANAGEMENT,0,B - Protective Measures,-9652.70,2023-11-06T14:54:35.000Z,1,Protective Measures,2,85378e79-b921-4835-9ce2-3148317ae9c8
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Statewide,DEPARTMENT OF TRANSPORTATION,0,B - Protective Measures,60188.12,2023-11-09T13:23:16.000Z,136,711098 - D2 EPM,0,9abdd236-a4b8-41a7-ad9b-af021238a01d
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Perry,PERRY (COUNTY),0,C - Roads and Bridges,35732.74,2023-11-08T18:21:59.000Z,75,0044630 - Perry County Road Damage/ Culvert - Southern,1,412f6f32-9184-412b-9de0-76e2c7184a2f
4,4358,0,DR,Flood,2018-04-12T00:00:00.000Z,KY,Kentucky,Perry,PERRY (COUNTY),0,C - Roads and Bridges,57664.61,2023-11-08T18:21:49.000Z,68,0044638 - Perry County Fiscal Court Roads - Western,1,18f5b233-d6d8-4f40-8fd6-9e61366c77f3
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Perry,PERRY (COUNTY),0,C - Roads and Bridges,3992.41,2023-11-09T12:28:56.000Z,1022,733174 - App-Cert Aloway Lane - WC,0,422c8b02-d4fa-447a-8d1f-29354b9619ad
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Perry,PERRY (COUNTY),0,C - Roads and Bridges,22575.78,2023-11-09T12:27:38.000Z,908,715786 - Alice Branch and Browns Fork Roads,0,046c1d65-68fd-4ee0-b9e0-dd6939205e21
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Perry,PERRY (COUNTY),0,C - Roads and Bridges,28575.89,2023-11-09T12:28:56.000Z,1016,721084 - Completed Work Letcher Cole Lane Road and Culvert Washout,0,15693ac3-d9bf-49f0-a56a-36c1e46de071
6,4570,0,DR,Hurricane,2020-10-16T00:00:00.000Z,LA,Louisiana,Statewide,LOUISIANA DEPT OF TRANSPORTATION   & DEVELOPMENT,0,Z - State Management,15303.81,2023-11-07T19:55:47.000Z,508,690727 - Admin Cost,1,05d7dea2-bff7-426a-9551-f989280ba8bd
6,4559,0,DR,Hurricane,2020-08-28T00:00:00.000Z,LA,Louisiana,Statewide,OFFICE OF RISK MANAGEMENT,0,E - Public Buildings,364204.43,2023-11-08T19:38:16.000Z,2369,178318 - SOWELA - Transportation Technology Shed and Phillips 66 Process Tech Lab Building - Hand On Training Unit Repairs,0,b5aa2147-9a67-4931-9fc7-d21e80469e69
6,4559,0,DR,Hurricane,2020-08-28T00:00:00.000Z,LA,Louisiana,Statewide,OFFICE OF RISK MANAGEMENT,0,E - Public Buildings,31162.95,2023-11-08T19:37:19.000Z,2350,547694 - SOWELA Regional Training- Calcasieu Campus,0,4b129df0-29ce-4236-87be-6612faa40319
6,4559,0,DR,Hurricane,2020-08-28T00:00:00.000Z,LA,Louisiana,Statewide,OFFICE OF RISK MANAGEMENT,0,E - Public Buildings,19815.84,2023-11-08T19:38:49.000Z,2371,"162724 - SOWELA Cypress, Charleston, and Pelican Building Repairs",0,757013dc-3531-40e9-86dd-fce7e5d4b141
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Statewide,LA DEPT OF PUBLIC SAFETY (STATE POLICE),0,B - Protective Measures,4420.57,2023-11-06T14:55:08.000Z,2709,726047 - OPER90 St Tammany FD No 12 (Jefferson FD),0,64702fc1-92bb-46b1-99dc-0d53532b4f1d
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Statewide,ROMAN CATHOLIC CHURCH/ARCHDIOCESE OF N.O.,1,B - Protective Measures,327487.13,2023-11-06T15:01:59.000Z,2724,681083 - LA4611 - ANO - Post45 of 705771 - EPM - (90% /10%) - APP CERT,0,4ef63985-b559-4cd6-87b5-04ce52f0d14a
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Ascension,DONALDSONVILLE,0,Z - State Management,46629.79,2023-11-06T14:58:56.000Z,2697,670645 - Z - Management Costs,0,9e13eac9-fde2-4942-ade1-b03db286b3d5
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Flagler,PALM COAST,0,Z - State Management,69697.46,2023-11-09T18:38:44.000Z,1372,735309 - City of Palm Coast - CAT Z - Managment Cost,0,7881ce8d-2055-447a-ad85-430f9f0ad43e
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Flagler,FLAGLER BEACH,0,F - Public Utilities,32529.11,2023-11-09T13:23:35.000Z,131,722432 - City of Flagler Beach Water Treatment Plant Damage,0,4604830d-dcb0-499f-9639-af1c6d2c6284
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Hardee,SCHOOL BOARD OF HARDEE COUNTY,0,B - Protective Measures,231216.33,2023-11-06T15:48:13.000Z,916,703070 - WC-Hardee Cty School Board-Zolfo Springs Elementary,0,77e18572-d386-42bf-bded-12690e1b8002
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Hardee,SCHOOL BOARD OF HARDEE COUNTY,0,E - Public Buildings,39384.14,2023-11-09T18:25:02.000Z,1262,703071 - WC-Zolfo Springs Elementary CAT E,0,07191e57-e003-4db2-81a1-a205abe83d3a
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lake,LAKE (COUNTY),0,B - Protective Measures,337153.74,2023-11-09T13:37:41.000Z,1374,727945 - EPM for Sheltering,0,62b2b38d-901a-4e76-a13b-3de881c5796b
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Manatee,BRADENTON,0,G - Recreational or Other,76941.90,2023-11-06T16:33:28.000Z,121,"697963 - Bradenton, City of - Finger Pier",0,b6ca13fb-aba6-4ec9-9245-f7e0e343abc0
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Manatee,BRADENTON BEACH,0,A - Debris Removal,34731.84,2023-11-06T16:36:19.000Z,1235,708511 - Bradenton Beach Debris Removal 100% Cost Share,0,4fac3557-a007-4d50-be22-a04b70c0ec76
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Manatee,MANATEE (COUNTY),0,A - Debris Removal,11470354.13,2023-11-08T18:45:09.000Z,1172,"705748 - County Wide Debris, 1st 75 days, Dec-7- Project 100% FED -2",0,22c0fc59-3d47-44ed-827f-501a0a175b94
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Manatee,MANATEE (COUNTY),0,A - Debris Removal,1693060.10,2023-11-09T18:39:23.000Z,1170,"706755 - County Wide Debris, Dec-8 2022 to March 28, 2023 Project 75% FED Contractor ONLY",0,6af7834e-acdb-4c47-a06a-718b8381f186
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Martin,MARTIN (COUNTY),0,G - Recreational or Other,769654.80,2023-11-06T15:45:42.000Z,981,693542 - Bathtub Beach,0,a63f9a53-c8ee-479c-9bc1-0f7e9a49b262
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Martin,JUPITER ISLAND,0,G - Recreational or Other,20285741.25,2023-11-09T13:22:37.000Z,43,707658 - 4680 Nicole Engineered Beach,0,a740ca3e-512d-4223-bb3c-afa716a467da
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Martin,MARTIN (COUNTY),0,G - Recreational or Other,1648082.25,2023-11-09T18:15:12.000Z,83,715536 - Bathtub Beach Reef - Park,0,a770911c-0826-45c2-b2a5-b81d9de57ab2
4,4337,0,DR,Hurricane,2017-09-10T00:00:00.000Z,FL,Florida,Palm Beach,PALM BEACH (COUNTY),0,G - Recreational or Other,-190673.10,2023-11-06T13:02:13.000Z,3988,41085 - SOUTHERN PALM BEACH ISLAND/LANTANA MUNICIPAL BE,1,c85a5188-f2d5-4768-bc94-7cb93135cda1
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Pinellas,DUNEDIN,0,A - Debris Removal,112537.64,2023-11-06T15:44:25.000Z,1287,691311 - City Wide Debris Removal 75 days 100 %,0,70e66cf1-c0d1-49df-aafa-5e1192a48f29
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Pinellas,REDINGTON SHORES,0,B - Protective Measures,4815.55,2023-11-06T15:48:13.000Z,1345,701637 - AppCert:100% federal cost share EPM town wide,0,75b97f65-7bc8-4bda-acd2-47c2f5ad5eb8
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Pinellas,SEMINOLE,0,B - Protective Measures,134785.41,2023-11-06T15:48:13.000Z,1046,703740 - 100% FEDERAL COST SHARE - CAT B - EMERGENCY PROTECTIVE MEASURES,0,0258c876-6706-4a6b-bfd5-6418f818ee65
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Pinellas,BELLEAIR,0,B - Protective Measures,32411.49,2023-11-06T15:48:14.000Z,1291,703691 - 100% FEDERAL COST SHARE - CAT B - EMERGENCY PROTECTIVE MEASURES,0,29307060-b836-478d-a0ab-71b9949e56fe
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,Pinellas,LEALMAN FIRE & RESCUE INC,0,Z - State Management,-852.67,2023-11-06T13:06:50.000Z,37,718992 -   Lealman Special Fire Control District Management Cost,1,8c25646f-977f-489a-bf38-a234fae8fda6
7,4521,0,DR,Biological,2020-04-04T00:00:00.000Z,NE,Nebraska,Scotts Bluff,MORRILL,0,B - Protective Measures,14047.79,2023-11-09T20:57:46.000Z,645,730104 - Village of Morrill Overtime Staffing,0,83ced94c-6589-4ac6-970f-2acd8223cdc4
1,4693,0,DR,Severe Storm,2023-03-15T00:00:00.000Z,NH,New Hampshire,Grafton,GROTON (TOWN OF),0,Z - State Management,9943.76,2023-11-08T19:48:17.000Z,47,735202 - Management Costs,0,09982b21-a675-46c2-9104-f130d6c7dd5f
2,4614,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NJ,New Jersey,Statewide,DEPT. OF ENVIRONMENTAL PROTECTION,0,C - Roads and Bridges,53069.55,2023-11-06T16:42:59.000Z,1238,676033 - App- Cert - Washington Crossing State Park - River Drive Embankment,0,0968f922-71d8-4ef7-bb3e-a3ce4ffeaced
2,4614,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NJ,New Jersey,Statewide,DEPT. OF ENVIRONMENTAL PROTECTION,0,E - Public Buildings,115181.09,2023-11-06T16:44:24.000Z,1916,668845 - Griggstown Bridge Tender's House,0,3503c144-d77f-4b93-886f-b1d807dacc68
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,COLLEGE OF NEW JERSEY,0,B - Protective Measures,-1197036.16,2023-11-08T17:31:54.000Z,1084,553283 - College of New Jersey - Testing,2,b73e1375-870e-4d53-8485-5d0c64f808d8
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,PORT AUTHORITY OF NY AND NJ,0,B - Protective Measures,-52522.22,2023-11-08T17:21:08.000Z,1641,685533 - Testing 08,1,76b4d3de-f857-463e-a676-d0d03a53e8aa
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,PORT AUTHORITY OF NY AND NJ,0,B - Protective Measures,-75.56,2023-11-08T17:28:32.000Z,2281,733224 - 90EWR04,1,fe922d89-458b-4a70-b4b4-cbc9e0d89dda
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,NEW JERSEY DEPARTMENT OF CORRECTIONS,0,B - Protective Measures,-165843.44,2023-11-08T17:34:20.000Z,61,143177 - Non-Congregate Housing - COVID-19 NJDOC,4,bc859135-258a-4039-9928-46eb2907f024
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,PORT AUTHORITY OF NY AND NJ,0,B - Protective Measures,27232.91,2023-11-08T21:53:26.000Z,2298,733228 - 90HTNJ04,0,97db1c9b-a992-4347-a39b-f4918bf3e288
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,PORT AUTHORITY OF NY AND NJ,0,B - Protective Measures,5560.98,2023-11-08T21:53:26.000Z,2293,733230 - 90GWBNJ04,0,1b0f8f6d-2de7-4748-adf2-d32b7919c884
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,NEW JERSEY STATE JUDICIARY,0,B - Protective Measures,-201.45,2023-11-08T22:03:08.000Z,527,153810 - AOC-Plexiglass -PPE June'Sept. 15th,1,678df1cc-8f08-4ab4-a5a8-47c48e15ecbb
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,NEW JERSEY DEPT. OF CHILDREN & FAMILIES,0,B - Protective Measures,-685.84,2023-11-08T22:04:09.000Z,636,"179345 - NJDCF - PPE, NCS, Security, etc.",2,2876c668-6911-4eb8-b2bd-d992079c1f92
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,PASSAIC VALLEY SEWERAGE COMMISSION,0,B - Protective Measures,-9241.60,2023-11-08T22:07:23.000Z,1330,667432 - PVSC-COVID CAT B EPM,1,7635c8e3-b3d6-4cea-847c-1f7af0dbd76a
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Atlantic,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,0,B - Protective Measures,30946.32,2023-11-08T21:58:46.000Z,923,143058 - GTPS Covid-19 Funding,2,ab1ae4a2-ff1e-4b02-88d7-ba6f171b24da
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Gloucester,INSPIRA HEALTH NETWORK,1,B - Protective Measures,203603.64,2023-11-08T21:57:29.000Z,2294,"733039 - Inspira Medical Centers, Inc - Testing Costs - 90% Cost Share",0,7607d19c-f4f2-4f82-a3df-8aa04dfe8b21
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Gloucester,INSPIRA HEALTH NETWORK,1,B - Protective Measures,3569301.59,2023-11-09T13:42:35.000Z,2284,"693228 - HOLD - Inspira Medical Centers, Inc. - Bridgeton Facility - Completed Costs 3.19.20 - 7.1.22",0,81dc4285-04ea-4821-9952-41b5b6296c99
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Mercer,NEW JERSEY STATE DEPARTMENT OF EDUCATION,0,B - Protective Measures,-4329.00,2023-11-08T22:06:41.000Z,1113,659747 - NJDOE-COVID TESTING,2,c53c807f-21a4-4ba7-aebe-482fcf2e72a0
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Monmouth,MIDDLETOWN TOWNSHIP BOARD OF EDUCATION,0,B - Protective Measures,300.00,2023-11-08T21:57:29.000Z,1410,670619 - Middletown BOE COVID Expenses,1,f36cd191-95ad-4ed3-b60e-7267fcbde459
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Salem,SALEM COUNTY HOSPITAL CORP,1,B - Protective Measures,-57280.00,2023-11-08T22:02:19.000Z,2053,698870 - Salem County Hospital Corp EPM Test Kits #1,1,2eab3911-a458-431e-95d8-f85d89bb302a
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Union,ELIZABETH,0,Z - State Management,13576.00,2023-11-08T21:57:52.000Z,2289,707338 - Management Costs,0,d6089455-7789-4f75-bb78-f221548a4076
2,4694,0,DR,Snowstorm,2023-03-15T00:00:00.000Z,NY,New York,Niagara,NIAGARA (COUNTY),0,F - Public Utilities,5823.50,2023-11-08T16:33:41.000Z,50,727697 - Main Power Line,0,296b2426-56c5-40db-a8e5-a511b2822881
2,4615,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NY,New York,Rockland,RAMAPO (TOWN OF),0,C - Roads and Bridges,75087.19,2023-11-07T16:59:50.000Z,874,668716 - Pilgrim Lane / Orchard Park Culvert,0,64f6fdea-143d-46d3-bd63-455c5bfc9767
2,4615,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NY,New York,Westchester,HASTINGS-ON-HUDSON,0,C - Roads and Bridges,532907.99,2023-11-07T16:57:42.000Z,581,656952 - HILLSIDE PARK EASEMENT AND CULVERTS,0,b5ee25f6-3b5c-445c-a5b2-d73d76d74c04
2,4615,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NY,New York,Westchester,IRVINGTON,0,G - Recreational or Other,63029.93,2023-11-07T16:58:42.000Z,896,662167 - Cyrus Field Rd Parking Lot / Irvington Woods Park,0,c0d7a09f-d705-430f-a8a2-75231b68cb8e
2,4615,0,DR,Hurricane,2021-09-05T00:00:00.000Z,NY,New York,Westchester,CARDINAL MCCLOSKEY COMMUNITY SERVICES,1,C - Roads and Bridges,89887.50,2023-11-07T16:59:15.000Z,849,668572 - Elmsford - 1900 Saw Mill River Road,0,9a8765ea-41c1-4de3-90e2-1a85c8f37cff
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Nueces,DRISCOLL CHILDREN'S HOSPITAL,1,Z - State Management,71944.99,2023-11-07T18:57:48.000Z,1145,730108 - DCH04 - Management Costs,0,47e2e609-1cc3-4164-a023-ff6e55130403
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Nueces,PORT ARANSAS,0,F - Public Utilities,49999.10,2023-11-06T21:49:42.000Z,4861,3141 - Gas System,27,fd529219-05c5-417c-9aeb-6473db34fffb
5,4424,0,DR,Flood,2019-04-08T00:00:00.000Z,OH,Ohio,Monroe,MONROE COUNTY ENGINEER,0,C - Roads and Bridges,151750.50,2023-11-08T21:38:25.000Z,742,114619 - CR47 - 3.95,2,ec460b70-20e6-4683-94d8-950bd1b1225e
5,4424,0,DR,Flood,2019-04-08T00:00:00.000Z,OH,Ohio,Perry,MONROE (TOWNSHIP OF),0,Z - State Management,-4722.96,2023-11-08T20:32:10.000Z,642,127577 - Cat Z Management Costs Monroe Township,1,be8fed51-2fd9-42f0-9ad0-3b7a3097b6e5
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Travis,TRAVIS (COUNTY),0,B - Protective Measures,3393.06,2023-11-07T19:00:14.000Z,1178,734788 - General COVID Response Operating Costs 7.2.22-5.11.23,0,7024a20c-4425-4d81-84d5-0b6cb11f9f67
5,4424,0,DR,Flood,2019-04-08T00:00:00.000Z,OH,Ohio,Pike,SCIOTO (TOWNSHIP OF),0,C - Roads and Bridges,399147.00,2023-11-08T21:39:18.000Z,222,105844 - RAPP HOLLOW SLIDE 300FT LONG X 7FT WIDE X 20 FT DEEP,3,ef663380-7fda-4e43-bbf0-02b7cf9271cd
